Código del Corregimiento,Corregimiento,Fecha,Casos Confirmados,Nuevos Fallecidos,Nuevos Recuperados,Poblacion,Nuevos Confirmados acum,Nuevos Recuperados acum,Susceptibles,pob_log_Susceptibles,r0
10101,Bocas del Toro (Cabecera),2020-06-14,2.0,0.0,0.0,2906,20.0,4.0,2882.0,23149.89279068181,-0.
10101,Bocas del Toro (Cabecera),2020-06-15,0.0,0.0,0.0,2906,20.0,4.0,2882.0,23149.89279068181,-0.
10101,Bocas del Toro (Cabecera),2020-06-16,2.0,0.0,0.0,2906,22.0,4.0,2880.0,23147.87543551576,-0.
10101,Bocas del Toro (Cabecera),2020-06-17,0.0,0.0,0.0,2906,22.0,4.0,2880.0,23147.87543551576,-0.
10101,Bocas del Toro (Cabecera),2020-06-18,7.0,0.0,0.0,2906,29.0,4.0,2873.0,23140.803643393814,-0.
10101,Bocas del Toro (Cabecera),2020-06-19,2.0,0.0,0.0,2906,31.0,4.0,2871.0,23138.77996643181,-0.
10101,Bocas del Toro (Cabecera),2020-06-20,4.0,0.0,0.0,2906,35.0,4.0,2867.0,23134.72837985707,-0.
10101,Bocas del Toro (Cabecera),2020-06-21,0.0,0.0,0.0,2906,35.0,4.0,2867.0,23134.72837985707,-0.
10101,Bocas del Toro (Cabecera),2020-06-22,0.0,0.0,0.0,2906,35.0,4.0,2867.0,23134.72837985707,-0.
10101,Bocas del Toro (Cabecera),2020-06-23,0.0,0.0,0.0,2906,35.0,4.0,2867.0,23134.72837985707,-0.
10101,Bocas del Toro (Cabecera),2020-06-24,6.0,0.0,1.0,2906,41.0,5.0,2860.0,23127.62448248319,14.73391097
10101,Bocas del Toro (Cabecera),2020-06-25,1.0,0.0,0.0,2906,42.0,5.0,2859.0,23126.608220888636,15.24204177
10101,Bocas del Toro (Cabecera),2020-06-26,0.0,0.0,0.0,2906,42.0,5.0,2859.0,23126.608220888636,15.4114187
10101,Bocas del Toro (Cabecera),2020-06-27,0.0,0.0,0.0,2906,42.0,5.0,2859.0,23126.608220888636,15.49610717
10101,Bocas del Toro (Cabecera),2020-06-28,6.0,0.0,9.0,2906,48.0,14.0,2844.0,23111.321494422617,3.17122351
10101,Bocas del Toro (Cabecera),2020-06-29,0.0,0.0,0.0,2906,48.0,14.0,2844.0,23111.321494422617,2.98370799
10101,Bocas del Toro (Cabecera),2020-06-30,0.0,0.0,0.0,2906,48.0,14.0,2844.0,23111.321494422617,2.91992839
10101,Bocas del Toro (Cabecera),2020-07-01,5.0,2.0,0.0,2906,53.0,14.0,2839.0,23106.207996710455,3.01785871
10101,Bocas del Toro (Cabecera),2020-07-02,0.0,0.0,1.0,2906,53.0,15.0,2838.0,23105.184216534286,3.03774486
10101,Bocas del Toro (Cabecera),2020-07-03,1.0,0.0,0.0,2906,54.0,15.0,2837.0,23104.160075554522,3.06848641
10101,Bocas del Toro (Cabecera),2020-07-04,0.0,0.0,0.0,2906,54.0,15.0,2837.0,23104.160075554522,3.08948168
10101,Bocas del Toro (Cabecera),2020-07-05,7.0,0.0,0.0,2906,61.0,15.0,2830.0,23096.980964791943,3.19815042
10101,Bocas del Toro (Cabecera),2020-07-06,1.0,0.0,0.0,2906,62.0,15.0,2829.0,23095.953928202358,3.29241614
10101,Bocas del Toro (Cabecera),2020-07-07,2.0,0.0,6.0,2906,64.0,21.0,2821.0,23087.724542171803,3.22277266
10101,Bocas del Toro (Cabecera),2020-07-08,0.0,0.0,0.0,2906,64.0,21.0,2821.0,23087.724542171803,3.18018535
10101,Bocas del Toro (Cabecera),2020-07-09,0.0,0.0,0.0,2906,64.0,21.0,2821.0,23087.724542171803,3.15145192
10101,Bocas del Toro (Cabecera),2020-07-10,0.0,0.0,0.0,2906,64.0,21.0,2821.0,23087.724542171803,3.13075799
10101,Bocas del Toro (Cabecera),2020-07-11,0.0,0.0,0.0,2906,64.0,21.0,2821.0,23087.724542171803,3.11514353
10101,Bocas del Toro (Cabecera),2020-07-12,0.0,0.0,0.0,2906,64.0,21.0,2821.0,23087.724542171803,3.10294279
10101,Bocas del Toro (Cabecera),2020-07-13,0.0,0.0,0.0,2906,64.0,21.0,2821.0,23087.724542171803,3.09314659
10101,Bocas del Toro (Cabecera),2020-07-14,0.0,0.0,0.0,2906,64.0,21.0,2821.0,23087.724542171803,3.08510786
10101,Bocas del Toro (Cabecera),2020-07-15,0.0,0.0,0.0,2906,64.0,21.0,2821.0,23087.724542171803,3.07839259
10101,Bocas del Toro (Cabecera),2020-07-16,24.0,1.0,22.0,2906,88.0,43.0,2775.0,23039.947912080635,2.83562047
10101,Bocas del Toro (Cabecera),2020-07-17,10.0,0.0,0.0,2906,98.0,43.0,2765.0,23029.456925957402,2.81426579
10101,Bocas del Toro (Cabecera),2020-07-18,2.0,0.0,1.0,2906,100.0,44.0,2762.0,23026.302230514604,2.80416638
10101,Bocas del Toro (Cabecera),2020-07-19,5.0,1.0,2.0,2906,105.0,46.0,2755.0,23018.927928931866,2.80755702
10101,Bocas del Toro (Cabecera),2020-07-20,12.0,0.0,3.0,2906,117.0,49.0,2740.0,23003.062557404428,2.84744933
10101,Bocas del Toro (Cabecera),2020-07-21,0.0,0.0,0.0,2906,117.0,49.0,2740.0,23003.062557404428,2.87446586
10101,Bocas del Toro (Cabecera),2020-07-22,0.0,0.0,0.0,2906,117.0,49.0,2740.0,23003.062557404428,2.89397413
10101,Bocas del Toro (Cabecera),2020-07-23,0.0,0.0,3.0,2906,117.0,52.0,2737.0,22999.879062472213,2.89095119
10101,Bocas del Toro (Cabecera),2020-07-24,0.0,0.0,0.0,2906,117.0,52.0,2737.0,22999.879062472213,2.88866741
10101,Bocas del Toro (Cabecera),2020-07-25,0.0,0.0,0.0,2906,117.0,52.0,2737.0,22999.879062472213,2.88688123
10101,Bocas del Toro (Cabecera),2020-07-26,3.0,0.0,0.0,2906,120.0,52.0,2734.0,22996.692076227002,2.89315806
10101,Bocas del Toro (Cabecera),2020-07-27,0.0,0.0,7.0,2906,120.0,59.0,2727.0,22989.242154549283,2.86586807
10101,Bocas del Toro (Cabecera),2020-07-28,5.0,0.0,0.0,2906,125.0,59.0,2722.0,22983.909064412357,2.85683415
10101,Bocas del Toro (Cabecera),2020-07-29,0.0,0.0,1.0,2906,125.0,60.0,2721.0,22982.841270904115,2.84552524
10101,Bocas del Toro (Cabecera),2020-07-30,0.0,0.0,2.0,2906,125.0,62.0,2719.0,22980.704506101956,2.82858003
10101,Bocas del Toro (Cabecera),2020-07-31,4.0,0.0,4.0,2906,129.0,66.0,2711.0,22972.14170064312,2.80786482
10101,Bocas del Toro (Cabecera),2020-08-01,7.0,0.0,1.0,2906,136.0,67.0,2703.0,22963.55358947936,2.80153478
10101,Bocas del Toro (Cabecera),2020-08-02,0.0,0.0,0.0,2906,136.0,67.0,2703.0,22963.55358947936,2.79632759
10101,Bocas del Toro (Cabecera),2020-08-03,11.0,0.0,5.0,2906,147.0,72.0,2687.0,22946.30084863662,2.79718429
10101,Bocas del Toro (Cabecera),2020-08-04,8.0,0.0,0.0,2906,155.0,72.0,2679.0,22937.635914896637,2.81159771
10101,Bocas del Toro (Cabecera),2020-08-05,5.0,0.0,4.0,2906,160.0,76.0,2670.0,22927.856881551827,2.82232513
10101,Bocas del Toro (Cabecera),2020-08-06,1.0,0.0,0.0,2906,161.0,76.0,2669.0,22926.768288169547,2.832809
10101,Bocas del Toro (Cabecera),2020-08-07,0.0,0.0,0.0,2906,161.0,76.0,2669.0,22926.768288169547,2.84166437
10101,Bocas del Toro (Cabecera),2020-08-08,0.0,0.0,0.0,2906,161.0,76.0,2669.0,22926.768288169547,2.84924334
10101,Bocas del Toro (Cabecera),2020-08-09,31.0,0.0,18.0,2906,192.0,94.0,2620.0,22872.921408170445,2.86195937
10101,Bocas del Toro (Cabecera),2020-08-10,0.0,0.0,0.0,2906,192.0,94.0,2620.0,22872.921408170445,2.87212756
10101,Bocas del Toro (Cabecera),2020-08-11,0.0,0.0,0.0,2906,192.0,94.0,2620.0,22872.921408170445,2.88044391
10101,Bocas del Toro (Cabecera),2020-08-12,0.0,0.0,0.0,2906,192.0,94.0,2620.0,22872.921408170445,2.8873721
10101,Bocas del Toro (Cabecera),2020-08-13,12.0,1.0,18.0,2906,204.0,112.0,2590.0,22839.45462753955,2.8700795
10101,Bocas del Toro (Cabecera),2020-08-14,4.0,0.0,0.0,2906,208.0,112.0,2586.0,22834.963127418217,2.86174146
10101,Bocas del Toro (Cabecera),2020-08-15,0.0,0.0,0.0,2906,208.0,112.0,2586.0,22834.963127418217,2.85497413
10101,Bocas del Toro (Cabecera),2020-08-16,0.0,0.0,0.0,2906,208.0,112.0,2586.0,22834.963127418217,2.84937188
10101,Bocas del Toro (Cabecera),2020-08-17,0.0,0.0,0.0,2906,208.0,112.0,2586.0,22834.963127418217,2.84465768
10101,Bocas del Toro (Cabecera),2020-08-18,0.0,0.0,0.0,2906,208.0,112.0,2586.0,22834.963127418217,2.84063588
10101,Bocas del Toro (Cabecera),2020-08-19,0.0,0.0,0.0,2906,208.0,112.0,2586.0,22834.963127418217,2.83716437
10102,Bastimentos,2020-07-29,0.0,0.0,1.0,30831,5.0,1.0,30825.0,318671.7234245714,-0.
10102,Bastimentos,2020-07-30,0.0,0.0,0.0,30831,5.0,1.0,30825.0,318671.7234245714,-0.
10102,Bastimentos,2020-07-31,4.0,0.0,2.0,30831,9.0,3.0,30819.0,318665.7216725571,3.00087601
10102,Bastimentos,2020-08-01,0.0,0.0,0.0,30831,9.0,3.0,30819.0,318665.7216725571,3.00087601
10102,Bastimentos,2020-08-02,0.0,0.0,0.0,30831,9.0,3.0,30819.0,318665.7216725571,3.00087601
10102,Bastimentos,2020-08-03,0.0,0.0,0.0,30831,9.0,3.0,30819.0,318665.7216725571,3.00087601
10102,Bastimentos,2020-08-04,0.0,0.0,0.0,30831,9.0,3.0,30819.0,318665.7216725571,3.00087601
10102,Bastimentos,2020-08-05,0.0,0.0,0.0,30831,9.0,3.0,30819.0,318665.7216725571,3.00087601
10102,Bastimentos,2020-08-06,0.0,0.0,0.0,30831,9.0,3.0,30819.0,318665.7216725571,3.00087601
10102,Bastimentos,2020-08-07,0.0,0.0,0.0,30831,9.0,3.0,30819.0,318665.7216725571,3.00087601
10102,Bastimentos,2020-08-08,0.0,0.0,0.0,30831,9.0,3.0,30819.0,318665.7216725571,3.00087601
10102,Bastimentos,2020-08-09,0.0,0.0,0.0,30831,9.0,3.0,30819.0,318665.7216725571,3.00087601
10102,Bastimentos,2020-08-10,0.0,0.0,0.0,30831,9.0,3.0,30819.0,318665.7216725571,3.00087601
10102,Bastimentos,2020-08-11,0.0,0.0,0.0,30831,9.0,3.0,30819.0,318665.7216725571,3.00087601
10102,Bastimentos,2020-08-12,0.0,0.0,0.0,30831,9.0,3.0,30819.0,318665.7216725571,3.00087601
10102,Bastimentos,2020-08-13,0.0,0.0,2.0,30831,9.0,5.0,30817.0,318663.7208288936,2.27730748
10102,Bastimentos,2020-08-14,0.0,0.0,0.0,30831,9.0,5.0,30817.0,318663.7208288936,2.00064892
10102,Bastimentos,2020-08-15,0.0,0.0,0.0,30831,9.0,5.0,30817.0,318663.7208288936,1.85454833
10102,Bastimentos,2020-08-16,0.0,0.0,0.0,30831,9.0,5.0,30817.0,318663.7208288936,1.76423161
10102,Bastimentos,2020-08-17,0.0,0.0,0.0,30831,9.0,5.0,30817.0,318663.7208288936,1.70287139
10102,Bastimentos,2020-08-18,0.0,0.0,0.0,30831,9.0,5.0,30817.0,318663.7208288936,1.65846597
10102,Bastimentos,2020-08-19,0.0,0.0,0.0,30831,9.0,5.0,30817.0,318663.7208288936,1.62484105
10103,Cauchero,2020-07-31,0.0,0.0,2.0,2015,3.0,2.0,2010.0,15325.868352122041,-0.
10103,Cauchero,2020-08-01,0.0,0.0,1.0,2015,3.0,3.0,2009.0,15324.865615102091,1.00273702
10103,Cauchero,2020-08-02,0.0,0.0,0.0,2015,3.0,3.0,2009.0,15324.865615102091,1.00273702
10103,Cauchero,2020-08-03,0.0,0.0,0.0,2015,3.0,3.0,2009.0,15324.865615102091,1.00273702
10103,Cauchero,2020-08-04,1.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.25354609
10103,Cauchero,2020-08-05,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.40403153
10103,Cauchero,2020-08-06,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.50435515
10103,Cauchero,2020-08-07,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.57601489
10103,Cauchero,2020-08-08,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.62975969
10103,Cauchero,2020-08-09,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.6715612
10103,Cauchero,2020-08-10,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.70500241
10103,Cauchero,2020-08-11,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.7323634
10103,Cauchero,2020-08-12,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.75516422
10103,Cauchero,2020-08-13,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.77445723
10103,Cauchero,2020-08-14,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.79099409
10103,Cauchero,2020-08-15,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.80532603
10103,Cauchero,2020-08-16,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.81786649
10103,Cauchero,2020-08-17,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.82893159
10103,Cauchero,2020-08-18,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.83876724
10103,Cauchero,2020-08-19,0.0,0.0,0.0,2015,4.0,3.0,2008.0,15323.862378835414,1.84756756
10201,Changuinola (Cabecera),2020-06-09,32.0,0.0,10.0,2473,32.0,10.0,2431.0,19279.65137048377,-0.
10201,Changuinola (Cabecera),2020-06-10,0.0,0.0,0.0,2473,32.0,10.0,2431.0,19279.65137048377,-0.
10201,Changuinola (Cabecera),2020-06-11,11.0,0.0,2.0,2473,43.0,12.0,2418.0,19266.391285095127,6.63004269
10201,Changuinola (Cabecera),2020-06-12,0.0,0.0,0.0,2473,43.0,12.0,2418.0,19266.391285095127,6.63004269
10201,Changuinola (Cabecera),2020-06-13,67.0,0.0,27.0,2473,110.0,39.0,2324.0,19168.334576744266,3.75713465
10201,Changuinola (Cabecera),2020-06-14,13.0,0.0,0.0,2473,123.0,39.0,2311.0,19154.462264208545,3.99660932
10201,Changuinola (Cabecera),2020-06-15,0.0,0.0,0.0,2473,123.0,39.0,2311.0,19154.462264208545,4.07670491
10201,Changuinola (Cabecera),2020-06-16,15.0,0.0,0.0,2473,138.0,39.0,2296.0,19138.35845214777,4.26022184
10201,Changuinola (Cabecera),2020-06-17,0.0,0.0,0.0,2473,138.0,39.0,2296.0,19138.35845214777,4.37040672
10201,Changuinola (Cabecera),2020-06-18,25.0,0.0,0.0,2473,163.0,39.0,2271.0,19111.283515627045,4.60471294
10201,Changuinola (Cabecera),2020-06-19,18.0,0.0,5.0,2473,181.0,44.0,2248.0,19086.110029836593,4.84756806
10201,Changuinola (Cabecera),2020-06-20,27.0,0.0,0.0,2473,208.0,44.0,2221.0,19056.22781349092,5.18550017
10201,Changuinola (Cabecera),2020-06-21,4.0,0.0,0.0,2473,212.0,44.0,2217.0,19051.769948381134,5.45161193
10201,Changuinola (Cabecera),2020-06-22,4.0,0.0,5.0,2473,216.0,49.0,2208.0,19041.71027349275,5.61871652
10201,Changuinola (Cabecera),2020-06-23,0.0,0.0,0.0,2473,216.0,49.0,2208.0,19041.71027349275,5.73819393
10201,Changuinola (Cabecera),2020-06-24,41.0,0.0,0.0,2473,257.0,49.0,2167.0,18995.357830799418,6.03118589
10201,Changuinola (Cabecera),2020-06-25,-73.0,1.0,0.0,2473,184.0,49.0,2240.0,19077.29362121179,5.93964789
10201,Changuinola (Cabecera),2020-06-26,0.0,0.0,0.0,2473,184.0,49.0,2240.0,19077.29362121179,5.86638606
10201,Changuinola (Cabecera),2020-06-27,0.0,0.0,0.0,2473,184.0,49.0,2240.0,19077.29362121179,5.80642378
10201,Changuinola (Cabecera),2020-06-28,207.0,3.0,13.0,2473,391.0,62.0,2020.0,18821.63895064745,6.69822714
10201,Changuinola (Cabecera),2020-06-29,0.0,0.0,0.0,2473,391.0,62.0,2020.0,18821.63895064745,7.31847406
10201,Changuinola (Cabecera),2020-06-30,0.0,0.0,0.0,2473,391.0,62.0,2020.0,18821.63895064745,7.77480986
10201,Changuinola (Cabecera),2020-07-01,52.0,2.0,4.0,2473,443.0,66.0,1964.0,18752.112283085342,8.33410013
10201,Changuinola (Cabecera),2020-07-02,0.0,0.0,13.0,2473,443.0,79.0,1951.0,18735.688723360952,8.45820754
10201,Changuinola (Cabecera),2020-07-03,1.0,0.0,8.0,2473,444.0,87.0,1942.0,18724.25433360919,8.29099339
10201,Changuinola (Cabecera),2020-07-04,0.0,0.0,0.0,2473,444.0,87.0,1942.0,18724.25433360919,8.18707592
10201,Changuinola (Cabecera),2020-07-05,9.0,2.0,2.0,2473,453.0,89.0,1931.0,18710.20678744572,8.10613081
10201,Changuinola (Cabecera),2020-07-06,35.0,1.0,0.0,2473,488.0,89.0,1896.0,18664.97166160141,8.17412748
10201,Changuinola (Cabecera),2020-07-07,4.0,0.0,-75.0,2473,492.0,14.0,1967.0,18755.88689587614,6.96805168
10201,Changuinola (Cabecera),2020-07-08,0.0,0.0,0.0,2473,492.0,14.0,1967.0,18755.88689587614,6.00234037
10201,Changuinola (Cabecera),2020-07-09,0.0,0.0,0.0,2473,492.0,14.0,1967.0,18755.88689587614,5.21164984
10201,Changuinola (Cabecera),2020-07-10,0.0,0.0,0.0,2473,492.0,14.0,1967.0,18755.88689587614,4.55235354
10201,Changuinola (Cabecera),2020-07-11,0.0,0.0,0.0,2473,492.0,14.0,1967.0,18755.88689587614,3.99421206
10201,Changuinola (Cabecera),2020-07-12,0.0,0.0,0.0,2473,492.0,14.0,1967.0,18755.88689587614,3.51560403
10201,Changuinola (Cabecera),2020-07-13,0.0,0.0,0.0,2473,492.0,14.0,1967.0,18755.88689587614,3.10066019
10201,Changuinola (Cabecera),2020-07-14,0.0,0.0,0.0,2473,492.0,14.0,1967.0,18755.88689587614,2.73746986
10201,Changuinola (Cabecera),2020-07-15,0.0,0.0,0.0,2473,492.0,14.0,1967.0,18755.88689587614,2.41691903
10201,Changuinola (Cabecera),2020-07-16,156.0,0.0,244.0,2473,648.0,258.0,1567.0,18193.65881334644,3.12029396
10201,Changuinola (Cabecera),2020-07-17,38.0,0.0,39.0,2473,686.0,297.0,1490.0,18069.0521495774,3.26478694
10201,Changuinola (Cabecera),2020-07-18,5.0,0.0,25.0,2473,691.0,322.0,1460.0,18018.75211045899,3.27570344
10201,Changuinola (Cabecera),2020-07-19,11.0,0.0,30.0,2473,702.0,352.0,1419.0,17948.311085616784,3.25302759
10201,Changuinola (Cabecera),2020-07-20,14.0,0.0,37.0,2473,716.0,389.0,1368.0,17857.792907805313,3.21595278
10201,Changuinola (Cabecera),2020-07-21,0.0,0.0,28.0,2473,716.0,417.0,1340.0,17806.65076025288,3.16803815
10201,Changuinola (Cabecera),2020-07-22,0.0,0.0,0.0,2473,716.0,417.0,1340.0,17806.65076025288,3.13911944
10201,Changuinola (Cabecera),2020-07-23,19.0,0.0,7.0,2473,735.0,424.0,1314.0,17758.195555237187,3.1315222
10201,Changuinola (Cabecera),2020-07-24,4.0,0.0,36.0,2473,739.0,460.0,1274.0,17681.744335754705,3.11051752
10201,Changuinola (Cabecera),2020-07-25,0.0,0.0,0.0,2473,739.0,460.0,1274.0,17681.744335754705,3.09562567
10201,Changuinola (Cabecera),2020-07-26,51.0,1.0,4.0,2473,790.0,464.0,1219.0,17572.609098207184,3.11492501
10201,Changuinola (Cabecera),2020-07-27,0.0,0.0,4.0,2473,790.0,468.0,1215.0,17564.480906830708,3.12872608
10201,Changuinola (Cabecera),2020-07-28,3.0,0.0,1.0,2473,793.0,469.0,1211.0,17556.325911806794,3.14094745
10201,Changuinola (Cabecera),2020-07-29,10.0,2.0,32.0,2473,803.0,501.0,1169.0,17469.034496720426,3.14836665
10201,Changuinola (Cabecera),2020-07-30,4.0,1.0,8.0,2473,807.0,509.0,1157.0,17443.517503349958,3.1545193
10201,Changuinola (Cabecera),2020-07-31,13.0,0.0,94.0,2473,820.0,603.0,1050.0,17203.53688091383,3.1464987
10201,Changuinola (Cabecera),2020-08-01,9.0,1.0,3.0,2473,829.0,606.0,1038.0,17175.111280593992,3.14449839
10201,Changuinola (Cabecera),2020-08-02,0.0,0.0,40.0,2473,829.0,646.0,998.0,17077.92785231825,3.13670574
10201,Changuinola (Cabecera),2020-08-03,9.0,0.0,7.0,2473,838.0,653.0,982.0,17037.959305560595,3.13396492
10201,Changuinola (Cabecera),2020-08-04,5.0,0.0,0.0,2473,843.0,653.0,977.0,17025.335490501802,3.13395602
10201,Changuinola (Cabecera),2020-08-05,7.0,1.0,0.0,2473,850.0,653.0,970.0,17007.55318481314,3.13676524
10201,Changuinola (Cabecera),2020-08-06,1.0,0.0,0.0,2473,851.0,653.0,969.0,17005.002385205866,3.13948541
10201,Changuinola (Cabecera),2020-08-07,0.0,0.0,0.0,2473,851.0,653.0,969.0,17005.002385205866,3.14179388
10201,Changuinola (Cabecera),2020-08-08,0.0,0.0,0.0,2473,851.0,653.0,969.0,17005.002385205866,3.14377754
10201,Changuinola (Cabecera),2020-08-09,15.0,0.0,50.0,2473,866.0,703.0,904.0,16833.289008249852,3.14754545
10201,Changuinola (Cabecera),2020-08-10,0.0,0.0,0.0,2473,866.0,703.0,904.0,16833.289008249852,3.15077377
10201,Changuinola (Cabecera),2020-08-11,0.0,0.0,0.0,2473,866.0,703.0,904.0,16833.289008249852,3.15357066
10201,Changuinola (Cabecera),2020-08-12,0.0,0.0,0.0,2473,866.0,703.0,904.0,16833.289008249852,3.15601719
10201,Changuinola (Cabecera),2020-08-13,28.0,1.0,27.0,2473,894.0,730.0,849.0,16678.058367747963,3.16554873
10201,Changuinola (Cabecera),2020-08-14,5.0,1.0,17.0,2473,899.0,747.0,827.0,16613.13101079359,3.17532313
10201,Changuinola (Cabecera),2020-08-15,0.0,0.0,0.0,2473,899.0,747.0,827.0,16613.13101079359,3.18393269
10201,Changuinola (Cabecera),2020-08-16,0.0,0.0,0.0,2473,899.0,747.0,827.0,16613.13101079359,3.19157392
10201,Changuinola (Cabecera),2020-08-17,0.0,0.0,0.0,2473,899.0,747.0,827.0,16613.13101079359,3.1984015
10201,Changuinola (Cabecera),2020-08-18,0.0,0.0,0.0,2473,899.0,747.0,827.0,16613.13101079359,3.20453881
10201,Changuinola (Cabecera),2020-08-19,0.0,0.0,0.0,2473,899.0,747.0,827.0,16613.13101079359,3.21008549
10203,Guabito,2020-06-28,5.0,0.0,2.0,364,29.0,2.0,333.0,2114.163866352881,-0.
10203,Guabito,2020-06-29,0.0,0.0,0.0,364,29.0,2.0,333.0,2114.163866352881,-0.
10203,Guabito,2020-06-30,0.0,0.0,0.0,364,29.0,2.0,333.0,2114.163866352881,-0.
10203,Guabito,2020-07-01,2.0,0.0,1.0,364,31.0,3.0,330.0,2110.8697262236315,3.29414013
10203,Guabito,2020-07-02,0.0,0.0,2.0,364,31.0,5.0,328.0,2108.6569534518285,1.87853477
10203,Guabito,2020-07-03,1.0,0.0,0.0,364,32.0,5.0,327.0,2107.5455022066008,2.00129088
10203,Guabito,2020-07-04,0.0,0.0,0.0,364,32.0,5.0,327.0,2107.5455022066008,2.04476701
10203,Guabito,2020-07-05,5.0,0.0,0.0,364,37.0,5.0,322.0,2101.9367625781647,2.55281491
10203,Guabito,2020-07-06,4.0,0.0,0.0,364,41.0,5.0,318.0,2097.3867033319843,3.17827853
10203,Guabito,2020-07-07,5.0,0.0,0.0,364,46.0,5.0,313.0,2091.6179613566155,3.93431049
10203,Guabito,2020-07-08,0.0,0.0,0.0,364,46.0,5.0,313.0,2091.6179613566155,4.47727889
10203,Guabito,2020-07-09,0.0,0.0,0.0,364,46.0,5.0,313.0,2091.6179613566155,4.88612761
10203,Guabito,2020-07-10,0.0,0.0,0.0,364,46.0,5.0,313.0,2091.6179613566155,5.20508761
10203,Guabito,2020-07-11,0.0,0.0,0.0,364,46.0,5.0,313.0,2091.6179613566155,5.46086703
10203,Guabito,2020-07-12,0.0,0.0,0.0,364,46.0,5.0,313.0,2091.6179613566155,5.67054667
10203,Guabito,2020-07-13,0.0,0.0,0.0,364,46.0,5.0,313.0,2091.6179613566155,5.84555928
10203,Guabito,2020-07-14,0.0,0.0,0.0,364,46.0,5.0,313.0,2091.6179613566155,5.99384582
10203,Guabito,2020-07-15,0.0,0.0,0.0,364,46.0,5.0,313.0,2091.6179613566155,6.121094
10203,Guabito,2020-07-16,23.0,2.0,22.0,364,69.0,27.0,268.0,2035.1192609059522,3.0269526
10203,Guabito,2020-07-17,0.0,0.0,0.0,364,69.0,27.0,268.0,2035.1192609059522,2.95537673
10203,Guabito,2020-07-18,7.0,0.0,0.0,364,76.0,27.0,261.0,2025.4854282654605,3.07022347
10203,Guabito,2020-07-19,4.0,0.0,0.0,364,80.0,27.0,257.0,2019.86369490186,3.18958658
10203,Guabito,2020-07-20,4.0,0.0,3.0,364,84.0,30.0,250.0,2009.8117741018573,3.27348978
10203,Guabito,2020-07-21,1.0,0.0,0.0,364,85.0,30.0,249.0,2008.3528543131533,3.33608795
10203,Guabito,2020-07-22,0.0,0.0,0.0,364,85.0,30.0,249.0,2008.3528543131533,3.37831894
10203,Guabito,2020-07-23,0.0,0.0,2.0,364,85.0,32.0,247.0,2005.4173545325839,3.38815291
10203,Guabito,2020-07-24,4.0,0.0,0.0,364,89.0,32.0,243.0,1999.4743653759595,3.42615589
10203,Guabito,2020-07-25,0.0,0.0,0.0,364,89.0,32.0,243.0,1999.4743653759595,3.45496101
10203,Guabito,2020-07-26,1.0,0.0,0.0,364,90.0,32.0,242.0,1997.973332321034,3.48366191
10203,Guabito,2020-07-27,0.0,0.0,5.0,364,90.0,37.0,237.0,1990.373891373188,3.46773162
10203,Guabito,2020-07-28,6.0,0.0,0.0,364,96.0,37.0,231.0,1981.040046629933,3.49266969
10203,Guabito,2020-07-29,2.0,0.0,4.0,364,98.0,41.0,225.0,1971.4605464024091,3.49733727
10203,Guabito,2020-07-30,0.0,0.0,5.0,364,98.0,46.0,220.0,1963.28042687226,3.46261837
10203,Guabito,2020-07-31,5.0,0.0,8.0,364,103.0,54.0,207.0,1941.1096407485943,3.40788117
10203,Guabito,2020-08-01,9.0,0.0,0.0,364,112.0,54.0,198.0,1924.9291991728107,3.42958199
10203,Guabito,2020-08-02,0.0,0.0,0.0,364,112.0,54.0,198.0,1924.9291991728107,3.44542504
10203,Guabito,2020-08-03,0.0,0.0,9.0,364,112.0,63.0,189.0,1907.9959134817102,3.41274058
10203,Guabito,2020-08-04,3.0,0.0,0.0,364,115.0,63.0,186.0,1902.1717892316053,3.40611053
10203,Guabito,2020-08-05,0.0,0.0,1.0,364,115.0,64.0,185.0,1900.20952032851,3.39734007
10203,Guabito,2020-08-06,1.0,1.0,0.0,364,116.0,64.0,184.0,1898.2366157696706,3.39505429
10203,Guabito,2020-08-07,0.0,0.0,0.0,364,116.0,64.0,184.0,1898.2366157696706,3.39323819
10203,Guabito,2020-08-08,0.0,0.0,0.0,364,116.0,64.0,184.0,1898.2366157696706,3.39176051
